,tmd,delta_md,delta_ns,delta_ew,delta_tvd,inclination,azimuth,delta_tmd,inclination_prev,azimuth_prev,calc_azi,calc_inc
189,3310.7,19.22,12.13308,-14.9058,0.057026,1.5625932793105233,5.396034448390869,19.2199999999998,1.573065254822489,5.3951617837648715,0.5490900405527561,1.562144597899623
190,3329.8,19.1,12.03652,-14.8268,0.285004,1.5491542440701669,5.39254378988688,19.100000000000364,1.5625932793105233,5.396034448390869,5.15321901349118,1.549409629140043
191,3349.09,19.29,12.14835,-14.9806,0.299622,1.561371548834127,5.394987250839672,19.289999999999964,1.5491542440701669,5.39254378988688,0.5457958768310968,1.5610505509287955
192,3368.21,19.12,12.02942,-14.8551,0.38705100000000003,1.5397294661093974,5.391147526485284,19.11999999999989,1.561371548834127,5.394987250839672,5.148836718836419,1.5398731919280517
193,3387.26,19.05,11.94545,-14.8333,0.35737399999999997,1.5643386085625175,5.38957673015849,19.050000000000182,1.5397294661093974,5.391147526485284,5.143906649921983,1.5640584469598673
194,3406.32,19.06,11.95848,-14.8415,0.073185,1.5695745963185006,5.391671125260883,19.059999999999945,1.5643386085625175,5.38957673015849,5.1504855162342436,1.5707964593356472
195,3425.52,19.2,12.06597,-14.9322,-0.190994,1.591914810744028,5.39236925696168,19.199999999999818,1.5695745963185006,5.391671125260883,5.152676105419334,1.549738439108472
196,3444.46,18.94,11.88505,-14.7425,-0.355336,1.5872024217636433,5.389402197233291,18.940000000000055,1.591914810744028,5.39236925696168,5.143354306841328,1.5545106442689742
197,3463.63,19.17,11.9939,-14.9521,-0.257617,1.5812683023068625,5.387482335056097,19.170000000000073,1.5872024217636433,5.389402197233291,5.137332590560621,1.5601306536045259
198,3482.91,19.28,12.10007,-15.0092,-0.158153,1.5767304462516774,5.394289119138874,19.279999999999745,1.5812683023068625,5.387482335056097,5.158700209108193,1.5655167341217853
199,3502.12,19.21,12.076030000000001,-14.9393,-0.095554,1.5748105840744837,5.390100328934087,19.210000000000036,1.5767304462516774,5.394289119138874,5.145560950163755,1.566049089666894
